Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-08-29,Monitor,Chicago,2,1197.73,2395.46,Bank Transfer,300.69,2094.77
2023-01-16,Laptop,Phoenix,1,1982.17,1982.17,Online Payment,411.34,1570.83
2023-12-07,Smartphone,Los Angeles,10,1322.5,13225.0,Credit Card,1627.13,11597.87
2023-11-02,Monitor,New York,7,415.27,2906.89,Cash,125.02,2781.87
2023-05-22,Laptop,Houston,20,1265.37,25307.4,Debit Card,6269.67,19037.73
2023-12-04,Laptop,Houston,2,101.93,203.86,Debit Card,40.06,163.8
2023-05-09,Laptop,New York,14,803.67,11251.38,Credit Card,1643.08,9608.3
2023-04-20,Mouse,Phoenix,7,1363.47,9544.29,Credit Card,48.81,9495.48
2023-02-12,Headphones,Los Angeles,14,233.47,3268.58,Bank Transfer,699.49,2569.09
2023-01-26,Tablet,Houston,20,681.04,13620.8,Cash,2472.06,11148.74
2023-06-10,Mouse,Phoenix,13,1662.0,21606.0,Debit Card,35.56,21570.44
2023-07-06,Keyboard,Houston,15,191.95,2879.25,Debit Card,780.18,2099.07
2023-09-26,Smartphone,Chicago,19,842.44,16006.36,Debit Card,4251.54,11754.82
2023-05-21,Mouse,Houston,3,504.67,1514.01,Bank Transfer,317.49,1196.52
2023-07-10,Headphones,New York,19,1374.19,26109.61,Cash,1111.0,24998.61
2023-07-08,Mouse,Los Angeles,6,457.76,2746.56,Online Payment,489.8,2256.76
2023-05-27,Smartphone,New York,2,1995.87,3991.74,Bank Transfer,1175.98,2815.76
2023-10-22,Keyboard,New York,4,1421.64,5686.56,Debit Card,79.99,5606.57
2023-11-05,Tablet,Chicago,7,1166.84,8167.88,Cash,863.21,7304.67
2023-06-12,Smartphone,New York,4,1186.56,4746.24,Debit Card,102.79,4643.45
2023-09-05,Laptop,Houston,20,1136.94,22738.8,Cash,4559.18,18179.62
2023-07-05,Keyboard,Houston,8,1096.76,8774.08,Credit Card,52.53,8721.55
2023-02-04,Smartphone,Houston,16,821.19,13139.04,Bank Transfer,2587.32,10551.72
2023-04-27,Smartphone,Phoenix,4,1301.27,5205.08,Cash,1549.5,3655.58
2023-06-30,Monitor,Houston,14,1494.07,20916.98,Credit Card,869.94,20047.04
2023-04-29,Tablet,Chicago,6,1677.7,10066.2,Debit Card,2685.39,7380.81
2023-09-05,Headphones,Houston,18,1186.39,21355.02,Online Payment,4835.4,16519.62
2023-11-12,Monitor,Houston,15,1216.03,18240.45,Cash,622.18,17618.27
2023-02-17,Smartphone,Houston,10,1492.21,14922.1,Cash,2532.62,12389.48
2023-08-23,Laptop,New York,5,1760.49,8802.45,Bank Transfer,2292.45,6510.0
2023-08-24,Keyboard,New York,2,93.78,187.56,Debit Card,12.12,175.44
2023-02-18,Smartphone,Houston,15,42.86,642.9,Online Payment,21.82,621.08
2023-01-30,Headphones,Los Angeles,5,118.69,593.45,Credit Card,11.21,582.24
2023-10-24,Tablet,Los Angeles,18,1856.2,33411.6,Bank Transfer,4951.66,28459.94
2023-08-18,Smartphone,New York,9,1752.17,15769.53,Credit Card,2366.9,13402.63
2023-02-28,Laptop,Phoenix,3,66.04,198.12,Online Payment,23.44,174.68
2023-05-16,Laptop,Chicago,16,1170.47,18727.52,Debit Card,3535.13,15192.39
2023-04-11,Headphones,New York,9,438.71,3948.39,Debit Card,386.51,3561.88
2023-02-08,Mouse,New York,8,859.73,6877.84,Online Payment,451.17,6426.67
2023-01-12,Mouse,Houston,12,1293.23,15518.76,Cash,1378.19,14140.57
2023-06-17,Tablet,Los Angeles,7,606.74,4247.18,Bank Transfer,1246.08,3001.1
2023-04-01,Monitor,New York,16,1250.43,20006.88,Cash,432.24,19574.64
2023-11-22,Mouse,Los Angeles,4,542.11,2168.44,Bank Transfer,23.03,2145.41
2023-01-15,Headphones,Phoenix,12,1748.29,20979.48,Online Payment,4094.7,16884.78
2023-10-29,Mouse,New York,4,643.52,2574.08,Bank Transfer,17.82,2556.26
2023-11-14,Laptop,Phoenix,13,1577.72,20510.36,Bank Transfer,1471.97,19038.39
2023-03-06,Mouse,Los Angeles,4,1436.15,5744.6,Bank Transfer,1200.84,4543.76
2023-12-21,Monitor,Phoenix,9,826.33,7436.97,Cash,795.1,6641.87
2023-10-27,Tablet,New York,10,463.52,4635.2,Bank Transfer,1164.83,3470.37
2023-11-14,Headphones,Chicago,15,45.96,689.4,Debit Card,60.03,629.37
2023-11-29,Keyboard,Houston,13,1866.21,24260.73,Bank Transfer,4007.46,20253.27
2023-09-13,Headphones,Los Angeles,6,1828.22,10969.32,Debit Card,2137.66,8831.66
2023-03-06,Laptop,Phoenix,15,1030.49,15457.35,Online Payment,4475.09,10982.26
2023-01-18,Mouse,Houston,17,1600.24,27204.08,Cash,3357.06,23847.02
2023-07-28,Keyboard,Houston,18,361.41,6505.38,Cash,103.0,6402.38
2023-04-29,Laptop,Phoenix,8,1555.76,12446.08,Cash,3166.03,9280.05
2023-06-02,Tablet,Los Angeles,12,1465.2,17582.4,Bank Transfer,2433.5,15148.9
2023-10-25,Keyboard,Los Angeles,20,1653.79,33075.8,Debit Card,3464.58,29611.22
2023-05-28,Smartphone,Houston,4,1345.18,5380.72,Bank Transfer,1414.97,3965.75
2023-05-03,Mouse,New York,14,526.27,7367.78,Cash,743.37,6624.41
2023-10-04,Smartphone,Los Angeles,20,981.89,19637.8,Credit Card,3945.24,15692.56
2023-07-08,Smartphone,Phoenix,10,1523.75,15237.5,Bank Transfer,1338.94,13898.56
2023-06-14,Laptop,New York,5,328.56,1642.8,Bank Transfer,370.63,1272.17
2023-10-24,Laptop,Phoenix,17,1234.48,20986.16,Debit Card,1576.8,19409.36
2023-12-22,Tablet,Chicago,14,278.67,3901.38,Online Payment,1052.08,2849.3
2023-08-01,Headphones,Phoenix,6,555.88,3335.28,Credit Card,253.23,3082.05
2023-04-17,Keyboard,Los Angeles,13,337.57,4388.41,Debit Card,44.8,4343.61
2023-06-28,Tablet,Los Angeles,15,713.87,10708.05,Bank Transfer,1815.87,8892.18
2023-12-23,Headphones,Los Angeles,7,914.38,6400.66,Bank Transfer,1433.87,4966.79
2023-07-17,Smartphone,Houston,16,826.3,13220.8,Cash,3305.52,9915.28
2023-03-05,Mouse,Chicago,5,1198.09,5990.45,Online Payment,454.16,5536.29
2023-11-12,Mouse,Los Angeles,20,1711.44,34228.8,Bank Transfer,2131.14,32097.66
2023-04-17,Mouse,Houston,20,206.8,4136.0,Credit Card,120.05,4015.95
2023-07-17,Tablet,Chicago,1,29.64,29.64,Bank Transfer,5.89,23.75
2023-06-08,Tablet,Phoenix,16,1987.62,31801.92,Credit Card,7602.3,24199.62
2023-06-16,Laptop,Phoenix,15,764.27,11464.05,Bank Transfer,1836.02,9628.03
2023-03-22,Monitor,Houston,9,1862.73,16764.57,Bank Transfer,3027.73,13736.84
2023-10-26,Tablet,Phoenix,5,784.68,3923.4,Bank Transfer,863.84,3059.56
2023-04-25,Headphones,Chicago,19,1157.85,21999.15,Bank Transfer,6455.56,15543.59
2023-02-27,Monitor,Chicago,9,1283.74,11553.66,Bank Transfer,3275.64,8278.02
2023-12-27,Tablet,Los Angeles,18,163.4,2941.2,Bank Transfer,383.18,2558.02
2023-12-28,Keyboard,New York,15,1395.31,20929.65,Bank Transfer,4199.92,16729.73
2023-02-24,Monitor,New York,10,1551.15,15511.5,Bank Transfer,881.83,14629.67
2023-01-23,Laptop,Los Angeles,1,455.58,455.58,Credit Card,78.13,377.45
2023-03-05,Headphones,Houston,9,490.08,4410.72,Online Payment,628.66,3782.06
2023-09-16,Headphones,Chicago,4,749.88,2999.52,Credit Card,445.35,2554.17
2023-03-31,Monitor,Los Angeles,18,410.91,7396.38,Credit Card,1086.97,6309.41
2023-04-24,Monitor,Los Angeles,12,770.76,9249.12,Cash,1963.82,7285.3
2023-07-25,Laptop,New York,14,1613.67,22591.38,Cash,649.57,21941.81
2023-06-20,Headphones,New York,12,127.82,1533.84,Debit Card,161.06,1372.78
2023-04-10,Mouse,Chicago,15,636.18,9542.7,Debit Card,430.02,9112.68
2023-01-21,Headphones,Houston,20,1628.73,32574.6,Debit Card,1921.32,30653.28
2023-07-30,Tablet,New York,12,1011.5,12138.0,Cash,3470.25,8667.75
2023-12-30,Keyboard,New York,1,105.29,105.29,Cash,2.37,102.92
2023-05-31,Laptop,Houston,6,371.65,2229.9,Bank Transfer,431.99,1797.91
2023-11-16,Mouse,New York,15,1976.48,29647.2,Debit Card,6391.63,23255.57
2023-11-27,Tablet,Chicago,10,1869.79,18697.9,Cash,4347.48,14350.42
2023-01-08,Keyboard,Phoenix,18,1632.08,29377.44,Cash,3744.3,25633.14
2023-04-11,Laptop,Chicago,20,1712.02,34240.4,Bank Transfer,762.95,33477.45
2023-07-13,Headphones,Chicago,2,78.09,156.18,Online Payment,14.35,141.83
2023-09-07,Laptop,New York,18,163.14,2936.52,Online Payment,314.86,2621.66
2023-11-15,Smartphone,Phoenix,17,1741.06,29598.02,Online Payment,4993.81,24604.21
2023-11-02,Smartphone,Phoenix,10,1651.9,16519.0,Bank Transfer,1505.53,15013.47
2023-12-28,Monitor,Los Angeles,20,45.82,916.4,Online Payment,248.89,667.51
2023-06-16,Keyboard,New York,8,82.22,657.76,Cash,194.12,463.64
2023-07-21,Headphones,Phoenix,3,1162.15,3486.45,Credit Card,161.41,3325.04
2023-03-23,Laptop,New York,13,399.48,5193.24,Online Payment,1525.08,3668.16
2023-11-10,Keyboard,Phoenix,16,981.14,15698.24,Debit Card,2581.11,13117.13
2023-08-10,Headphones,Houston,12,1374.66,16495.92,Credit Card,3327.89,13168.03
2023-01-14,Headphones,New York,17,1957.18,33272.06,Online Payment,9615.93,23656.13
2023-05-25,Smartphone,Phoenix,13,25.96,337.48,Bank Transfer,48.98,288.5
2023-07-25,Mouse,New York,13,1526.39,19843.07,Credit Card,4950.58,14892.49
2023-02-24,Headphones,Chicago,9,83.21,748.89,Debit Card,26.37,722.52
2023-10-01,Headphones,Houston,10,204.11,2041.1,Credit Card,61.34,1979.76
2023-12-27,Monitor,Phoenix,11,1643.46,18078.06,Online Payment,5201.09,12876.97
2023-08-24,Smartphone,New York,16,432.81,6924.96,Debit Card,270.84,6654.12
2023-12-19,Mouse,New York,20,1468.75,29375.0,Online Payment,2459.28,26915.72
2023-07-22,Tablet,New York,11,527.34,5800.74,Cash,445.29,5355.45
2023-09-14,Mouse,Chicago,14,1110.47,15546.58,Bank Transfer,283.28,15263.3
2023-05-14,Headphones,Los Angeles,2,1939.44,3878.88,Bank Transfer,913.65,2965.23
2023-12-30,Monitor,Houston,19,823.09,15638.71,Bank Transfer,1779.19,13859.52
2023-01-23,Smartphone,Houston,8,1120.33,8962.64,Bank Transfer,1625.43,7337.21
2023-10-30,Monitor,Chicago,15,23.3,349.5,Debit Card,0.73,348.77
2023-12-13,Headphones,Los Angeles,18,264.39,4759.02,Debit Card,1425.04,3333.98
2023-11-26,Laptop,New York,19,1526.88,29010.72,Debit Card,1013.9,27996.82
2023-03-18,Keyboard,New York,14,1309.92,18338.88,Bank Transfer,81.6,18257.28
2023-03-08,Laptop,New York,6,1627.36,9764.16,Bank Transfer,266.4,9497.76
2023-06-16,Tablet,Phoenix,14,1522.23,21311.22,Online Payment,5796.9,15514.32
2023-06-21,Laptop,Phoenix,15,341.25,5118.75,Debit Card,1083.51,4035.24
2023-04-07,Headphones,Chicago,11,763.37,8397.07,Credit Card,822.98,7574.09
2023-01-29,Tablet,New York,16,1017.52,16280.32,Bank Transfer,2525.83,13754.49
2023-01-03,Smartphone,Los Angeles,2,1610.7,3221.4,Cash,891.86,2329.54
2023-08-19,Laptop,Houston,1,345.18,345.18,Bank Transfer,35.21,309.97
2023-07-15,Smartphone,Houston,3,1605.58,4816.74,Online Payment,440.2,4376.54
2023-04-27,Keyboard,Houston,10,44.43,444.3,Online Payment,18.21,426.09
2023-04-05,Laptop,Phoenix,17,580.89,9875.13,Bank Transfer,1385.7,8489.43
2023-02-27,Smartphone,Phoenix,2,669.11,1338.22,Online Payment,102.65,1235.57
2023-04-12,Keyboard,Chicago,9,1351.76,12165.84,Debit Card,3047.18,9118.66
2023-03-29,Laptop,New York,13,1102.57,14333.41,Debit Card,2118.01,12215.4
2023-06-02,Headphones,Houston,16,1335.09,21361.44,Online Payment,2408.68,18952.76
2023-12-16,Headphones,Los Angeles,12,1407.66,16891.92,Cash,4735.24,12156.68
2023-10-09,Tablet,Phoenix,14,962.94,13481.16,Bank Transfer,2988.7,10492.46
2023-10-15,Smartphone,Los Angeles,9,1313.79,11824.11,Bank Transfer,1366.58,10457.53
2023-02-21,Smartphone,Chicago,5,395.03,1975.15,Bank Transfer,249.12,1726.03
2023-04-17,Headphones,Chicago,1,940.29,940.29,Bank Transfer,200.63,739.66
2023-04-28,Headphones,Phoenix,7,1031.78,7222.46,Bank Transfer,108.06,7114.4
2023-11-20,Keyboard,Los Angeles,18,430.13,7742.34,Bank Transfer,3.3,7739.04
2023-09-17,Keyboard,Phoenix,7,1537.96,10765.72,Credit Card,86.65,10679.07
2023-09-05,Keyboard,Los Angeles,2,450.75,901.5,Debit Card,217.11,684.39
2023-12-07,Laptop,Houston,12,1193.07,14316.84,Credit Card,4079.75,10237.09
2023-02-11,Keyboard,Houston,18,1987.44,35773.92,Credit Card,8635.96,27137.96
2023-12-30,Headphones,Houston,13,1536.1,19969.3,Debit Card,2210.25,17759.05
2023-05-15,Keyboard,Phoenix,1,1372.87,1372.87,Cash,176.0,1196.87
2023-01-10,Keyboard,Chicago,10,360.52,3605.2,Credit Card,586.2,3019.0
2023-01-23,Laptop,Phoenix,5,589.39,2946.95,Online Payment,213.71,2733.24
2023-05-17,Monitor,Phoenix,20,1311.72,26234.4,Debit Card,2096.63,24137.77
2023-02-11,Mouse,Los Angeles,4,834.47,3337.88,Bank Transfer,995.02,2342.86
2023-03-02,Smartphone,Houston,10,161.11,1611.1,Credit Card,257.09,1354.01
2023-04-12,Tablet,Chicago,11,556.69,6123.59,Online Payment,125.55,5998.04
2023-03-11,Monitor,Chicago,2,799.12,1598.24,Bank Transfer,232.8,1365.44
2023-01-14,Mouse,Los Angeles,13,1329.19,17279.47,Debit Card,4112.74,13166.73
2023-07-03,Mouse,New York,12,1801.75,21621.0,Debit Card,3173.87,18447.13
2023-10-24,Laptop,Houston,10,201.65,2016.5,Online Payment,21.22,1995.28
2023-02-06,Smartphone,New York,18,1928.55,34713.9,Debit Card,108.77,34605.13
2023-06-30,Smartphone,Chicago,18,956.54,17217.72,Online Payment,4931.66,12286.06
2023-10-06,Headphones,Chicago,2,234.78,469.56,Debit Card,83.43,386.13
2023-02-03,Smartphone,Phoenix,7,992.64,6948.48,Online Payment,12.21,6936.27
2023-10-22,Keyboard,Houston,5,1895.93,9479.65,Online Payment,1981.03,7498.62
2023-05-26,Headphones,Houston,3,377.56,1132.68,Credit Card,50.62,1082.06
2023-05-01,Laptop,Chicago,11,1174.75,12922.25,Online Payment,3500.58,9421.67
2023-11-13,Monitor,Chicago,8,1523.29,12186.32,Online Payment,2324.91,9861.41
2023-10-26,Monitor,Chicago,8,1780.52,14244.16,Cash,723.92,13520.24
2023-11-25,Mouse,Chicago,11,522.76,5750.36,Credit Card,1247.41,4502.95
2023-03-03,Smartphone,Houston,19,1469.75,27925.25,Bank Transfer,8263.66,19661.59
2023-07-20,Monitor,Los Angeles,19,142.83,2713.77,Credit Card,686.78,2026.99
2023-03-30,Keyboard,Chicago,10,1951.57,19515.7,Credit Card,3232.04,16283.66
2023-09-18,Laptop,New York,14,1223.32,17126.48,Online Payment,4433.7,12692.78
2023-11-22,Laptop,Chicago,12,290.4,3484.8,Credit Card,366.63,3118.17
2023-02-08,Monitor,Chicago,2,330.22,660.44,Cash,54.41,606.03
2023-11-05,Headphones,Los Angeles,2,757.51,1515.02,Debit Card,380.74,1134.28
2023-07-11,Mouse,Los Angeles,10,1052.9,10529.0,Cash,1125.17,9403.83
2023-08-22,Mouse,New York,16,665.26,10644.16,Online Payment,1494.99,9149.17
2023-03-03,Tablet,Los Angeles,5,376.58,1882.9,Debit Card,288.73,1594.17
2023-11-27,Headphones,Houston,11,1608.24,17690.64,Credit Card,3374.47,14316.17
2023-04-23,Keyboard,Houston,10,1413.21,14132.1,Credit Card,3781.21,10350.89
2023-07-03,Monitor,New York,16,1401.8,22428.8,Bank Transfer,4842.38,17586.42
2023-07-02,Keyboard,Los Angeles,10,1509.29,15092.9,Credit Card,2625.58,12467.32
2023-01-11,Laptop,Los Angeles,3,477.82,1433.46,Bank Transfer,201.2,1232.26
2023-06-06,Mouse,Chicago,4,932.49,3729.96,Online Payment,411.0,3318.96
2023-08-24,Keyboard,Chicago,6,569.51,3417.06,Online Payment,270.76,3146.3
2023-05-02,Monitor,Chicago,1,610.26,610.26,Debit Card,181.65,428.61
2023-07-19,Mouse,Phoenix,15,1272.76,19091.4,Bank Transfer,2679.21,16412.19
2023-09-11,Keyboard,Phoenix,13,1636.52,21274.76,Credit Card,3578.28,17696.48
2023-12-25,Smartphone,Phoenix,4,212.21,848.84,Credit Card,134.45,714.39
2023-12-03,Monitor,Phoenix,3,1224.42,3673.26,Credit Card,937.09,2736.17
2023-04-09,Mouse,Los Angeles,14,1968.53,27559.42,Credit Card,4224.77,23334.65
2023-03-06,Laptop,Los Angeles,6,161.24,967.44,Debit Card,33.94,933.5
2023-08-02,Tablet,Chicago,19,628.21,11935.99,Debit Card,2478.34,9457.65
2023-03-15,Laptop,Houston,9,84.92,764.28,Bank Transfer,93.42,670.86
2023-02-16,Monitor,New York,6,1427.11,8562.66,Debit Card,2045.41,6517.25
2023-09-09,Headphones,Chicago,8,547.69,4381.52,Bank Transfer,635.77,3745.75
2023-01-16,Headphones,Houston,20,1845.83,36916.6,Credit Card,1391.06,35525.54
2023-12-02,Tablet,Chicago,5,293.33,1466.65,Cash,44.49,1422.16
2023-10-10,Mouse,Houston,9,303.76,2733.84,Credit Card,360.32,2373.52
2023-02-15,Tablet,Phoenix,14,279.05,3906.7,Credit Card,788.52,3118.18
2023-12-26,Headphones,Los Angeles,15,639.26,9588.9,Online Payment,963.69,8625.21
2023-06-12,Tablet,Chicago,1,863.96,863.96,Online Payment,30.15,833.81
2023-06-07,Smartphone,Los Angeles,4,1000.7,4002.8,Online Payment,795.74,3207.06
2024-01-01,Headphones,Houston,5,959.34,4796.7,Online Payment,668.41,4128.29
2023-06-28,Tablet,Chicago,1,37.9,37.9,Online Payment,3.89,34.01
2023-06-11,Headphones,Chicago,5,40.06,200.3,Credit Card,14.34,185.96
2023-05-04,Tablet,Los Angeles,19,718.05,13642.95,Bank Transfer,2687.59,10955.36
2023-02-02,Smartphone,Los Angeles,17,909.22,15456.74,Bank Transfer,1816.22,13640.52
2023-03-22,Mouse,Houston,19,326.29,6199.51,Cash,149.03,6050.48
2023-06-09,Smartphone,Houston,20,151.6,3032.0,Online Payment,293.83,2738.17
2023-03-29,Tablet,Phoenix,20,1853.54,37070.8,Online Payment,6903.57,30167.23
2023-04-30,Tablet,Phoenix,16,94.94,1519.04,Cash,219.65,1299.39
2023-03-22,Smartphone,Los Angeles,4,1942.89,7771.56,Debit Card,94.27,7677.29
2023-07-27,Monitor,Houston,8,1423.37,11386.96,Cash,820.36,10566.6
2023-12-27,Mouse,Phoenix,20,1585.97,31719.4,Debit Card,9061.58,22657.82
2023-01-20,Headphones,Los Angeles,14,1553.55,21749.7,Cash,4891.52,16858.18
2023-01-10,Laptop,Phoenix,14,814.99,11409.86,Bank Transfer,2323.26,9086.6
2023-01-20,Tablet,Houston,12,1833.48,22001.76,Bank Transfer,2767.97,19233.79
2023-11-13,Smartphone,Houston,14,1490.83,20871.62,Online Payment,5481.47,15390.15
2023-08-04,Keyboard,Houston,1,1713.14,1713.14,Debit Card,341.15,1371.99
2023-08-29,Mouse,Houston,6,1718.96,10313.76,Debit Card,1625.82,8687.94
2023-08-16,Headphones,Chicago,8,300.62,2404.96,Bank Transfer,397.72,2007.24
2023-02-26,Monitor,Chicago,20,1779.07,35581.4,Bank Transfer,3724.29,31857.11
2023-06-08,Keyboard,Los Angeles,19,523.12,9939.28,Credit Card,2976.43,6962.85
2023-12-18,Smartphone,Phoenix,12,1135.09,13621.08,Bank Transfer,2088.63,11532.45
2023-09-05,Laptop,Phoenix,15,1329.51,19942.65,Bank Transfer,2157.88,17784.77
2023-12-22,Tablet,Houston,6,71.41,428.46,Credit Card,69.9,358.56
2023-12-17,Monitor,Phoenix,13,1701.21,22115.73,Cash,4748.38,17367.35
2023-05-17,Mouse,Los Angeles,20,289.08,5781.6,Online Payment,351.1,5430.5
2023-09-01,Headphones,Chicago,13,1127.36,14655.68,Cash,416.94,14238.74
2023-02-20,Keyboard,Los Angeles,12,1800.94,21611.28,Cash,6293.54,15317.74
2023-05-26,Monitor,Phoenix,14,730.68,10229.52,Bank Transfer,1744.86,8484.66
2023-06-08,Mouse,Houston,3,486.25,1458.75,Debit Card,185.28,1273.47
2023-11-11,Keyboard,New York,1,399.91,399.91,Online Payment,45.25,354.66
2023-11-25,Monitor,Chicago,3,1738.14,5214.42,Cash,1075.03,4139.39
2023-06-29,Mouse,Phoenix,15,335.75,5036.25,Bank Transfer,673.84,4362.41
2023-07-02,Tablet,Houston,5,1717.03,8585.15,Credit Card,2305.56,6279.59
2023-01-10,Keyboard,Los Angeles,4,1119.68,4478.72,Credit Card,154.3,4324.42
2023-03-20,Mouse,New York,3,245.85,737.55,Credit Card,140.11,597.44
2023-07-15,Monitor,Houston,16,1070.46,17127.36,Debit Card,3850.76,13276.6
2023-05-07,Keyboard,New York,2,602.93,1205.86,Bank Transfer,301.69,904.17
2023-07-17,Laptop,Chicago,19,717.42,13630.98,Bank Transfer,3674.2,9956.78
2023-04-02,Monitor,New York,17,611.86,10401.62,Credit Card,866.96,9534.66
2023-08-17,Headphones,Chicago,12,1745.98,20951.76,Cash,3761.07,17190.69
2023-02-12,Mouse,Houston,20,1401.73,28034.6,Credit Card,1560.41,26474.19
2023-08-09,Tablet,Los Angeles,8,890.69,7125.52,Debit Card,45.61,7079.91
2023-01-18,Monitor,Los Angeles,8,1799.68,14397.44,Debit Card,779.6,13617.84
2023-04-19,Monitor,Chicago,8,225.91,1807.28,Credit Card,536.61,1270.67
2023-11-02,Mouse,Houston,12,235.49,2825.88,Cash,83.59,2742.29
2023-07-13,Monitor,Los Angeles,6,1692.36,10154.16,Cash,1353.2,8800.96
2023-09-19,Laptop,Houston,18,1667.19,30009.42,Credit Card,4242.61,25766.81
2023-01-02,Mouse,New York,7,1960.58,13724.06,Debit Card,3727.76,9996.3
2023-05-03,Keyboard,Phoenix,6,1960.82,11764.92,Debit Card,3115.68,8649.24
2023-03-11,Monitor,Chicago,13,46.42,603.46,Credit Card,52.86,550.6
2023-03-04,Smartphone,Los Angeles,4,1042.84,4171.36,Cash,293.38,3877.98
2023-11-25,Smartphone,New York,13,738.75,9603.75,Credit Card,619.44,8984.31
2023-12-19,Monitor,New York,20,1929.83,38596.6,Cash,900.6,37696.0
2023-07-29,Headphones,New York,18,1424.81,25646.58,Cash,2246.68,23399.9
2023-06-13,Mouse,Chicago,18,1454.71,26184.78,Debit Card,4206.84,21977.94
2023-08-15,Keyboard,Phoenix,15,78.9,1183.5,Credit Card,27.22,1156.28
2023-04-11,Laptop,Los Angeles,11,395.61,4351.71,Cash,690.19,3661.52
2023-01-04,Mouse,Houston,9,1431.38,12882.42,Credit Card,337.84,12544.58
2023-08-07,Headphones,Phoenix,11,548.47,6033.17,Online Payment,460.54,5572.63
2023-01-26,Tablet,Houston,13,1494.88,19433.44,Bank Transfer,1149.65,18283.79
2023-07-19,Tablet,New York,11,1632.48,17957.28,Debit Card,3425.2,14532.08
2023-02-02,Keyboard,Houston,15,1419.06,21285.9,Debit Card,6332.26,14953.64
2023-01-01,Mouse,Houston,15,1675.18,25127.7,Debit Card,6197.45,18930.25
2023-05-07,Mouse,Houston,6,534.73,3208.38,Debit Card,962.0,2246.38
2023-06-13,Smartphone,Chicago,15,199.2,2988.0,Debit Card,612.52,2375.48
2023-12-19,Headphones,Los Angeles,5,676.09,3380.45,Bank Transfer,422.23,2958.22
2023-07-19,Laptop,Chicago,3,926.05,2778.15,Bank Transfer,264.83,2513.32
2023-04-29,Smartphone,Houston,5,1564.53,7822.65,Online Payment,2040.73,5781.92
2023-01-17,Tablet,Houston,12,53.05,636.6,Cash,136.15,500.45
2023-11-23,Laptop,Chicago,14,1278.93,17905.02,Online Payment,1398.03,16506.99
2023-02-01,Keyboard,Chicago,12,541.09,6493.08,Bank Transfer,1567.65,4925.43
2023-11-09,Smartphone,Houston,20,858.71,17174.2,Bank Transfer,794.49,16379.71
2023-03-26,Tablet,Phoenix,19,1357.55,25793.45,Credit Card,4997.62,20795.83
2023-06-27,Mouse,New York,17,1123.92,19106.64,Debit Card,3695.06,15411.58
2023-04-02,Monitor,Phoenix,9,58.34,525.06,Cash,15.5,509.56
2023-02-15,Headphones,New York,7,130.36,912.52,Credit Card,212.45,700.07
2023-01-01,Laptop,Houston,20,1569.2,31384.0,Bank Transfer,8387.43,22996.57
2023-08-29,Monitor,Los Angeles,10,1991.22,19912.2,Debit Card,1634.49,18277.71
2023-06-05,Laptop,Los Angeles,11,1559.94,17159.34,Cash,1964.69,15194.65
2023-08-22,Laptop,Phoenix,18,1033.92,18610.56,Debit Card,1949.97,16660.59
2023-06-16,Laptop,Los Angeles,10,497.37,4973.7,Bank Transfer,467.13,4506.57
2023-02-21,Smartphone,Chicago,2,1717.03,3434.06,Credit Card,64.87,3369.19
2023-09-20,Headphones,Chicago,4,1382.34,5529.36,Bank Transfer,893.92,4635.44
2023-10-08,Keyboard,Los Angeles,1,918.88,918.88,Credit Card,259.5,659.38
2023-10-19,Smartphone,Chicago,17,755.27,12839.59,Bank Transfer,3710.54,9129.05
2023-10-19,Monitor,Los Angeles,1,82.28,82.28,Bank Transfer,20.7,61.58
2023-02-22,Tablet,New York,14,1683.23,23565.22,Cash,2645.71,20919.51
2023-01-13,Laptop,Los Angeles,13,1673.17,21751.21,Cash,325.7,21425.51
2023-09-11,Monitor,Phoenix,3,1904.71,5714.13,Cash,988.73,4725.4
2023-04-05,Laptop,Chicago,13,1253.19,16291.47,Online Payment,1850.61,14440.86
